Tweet,Sentiment
May Allah Protect    May Allah Protect i Awaam May Allah Protect   Please recite ayat e Karima for his safety       Zindabad  NeedsElections  ,neg
 Shameful Boot Polishing   Hag  hopefully this hospital will cure your   of corruption  in particular your absconding farther      ,neg
 There he is  standing tall   unfazed and undaunted    ,neu
There he is  standing tall   unfazed and undaunted      ,neu
     can u tell us when ur PAPA is returning home  ,neu
IK ZINDABAD PAKISTAN PAAINDABAD      PAKISTAN KA MATLAB KYA  LA ILAHA ILLALLAH      HUM KHRAY THAY HUM KHARAY HAIN HUM KHARAY RAHAIN GAAY   EMAAN K SAATH  YAKEEN K SAATH  IK K SAATH        ,neg
Cheapster        ,neu
  You r right n this time they need to come with fulm preparation as there will be no honeymoon period n already crisis is getting worse     ,neu
   apne na jaiz baap Modi ke khilaaf tweet to hogi nahe na Aye baray namoos e risalat pe bhonkny walay   ,neu
 in jese log rasuul to door apne baap ke nahe hen    Palay huye piyaada hen begherat   ,neu
India me itna kuch hogaya kuch khabees khamosh hen     ,neu
 ha begherat ki nasal kidhar he tuuu khanzeer     ,neu
                                                                                         IK is love         ,neg
                                                                                                                        IK is love         ,neg
                                                                         IK is love         ,neg
IK is love           ,neg
  Crime Minister n posse are acting like complete and utter idiots with these childish antics and baseless accusations  PM IK is a dauntless hero  Bring it on    ,neg
Crime Minister n posse are acting like complete and utter idiots with these childish antics and baseless accusations  PM IK is a dauntless hero  Bring it on      ,neg
 Not to mention Foreign Subservient Chaprasi s in Pakistan s Deep State   replace failed  with Islamic      ,neg
Biter Truth       Now its again two nation theory           ,neu
God helps those who help themselves  With this movement  hopefully    will get out of all this mess as a sovereign nation  under the leadership of PM IK  and devoid of corruption n any crime mafia politicians     ,neg
  The Sharif crime family smuggling ring is already in the works    ,neg
The Sharif crime family smuggling ring is already in the works      ,neg
  Crime Minister  amp  his posse abusing their power authority that they received without any merit  If they r stupid enough to jail or kill IK  people will come out of the woodworks n overthrow them instantly   ,neg
   Crime Minister  amp  his posse abusing their power authority that they received without any merit  If they r stupid enough to jail or kill IK  people will come out of the woodworks n overthrow them instantly   ,neg
Amen  PM IK  A man with few needs  who has done great deeds  By example he leads  and feeds the seeds of change      ,neg
PM IK has made huge sacrifices  to say the least  for the sake of his country  The whole nation must stand with IK  Thank you to all those bravely protecting PM IK      ,neg
PM IK has made huge sacrifices  to say the least  for the sake of his country  The whole nation must stand with IK  Thank you to all those bravely protecting PM IK      ,neg
 Crime Minister  amp  his posse abusing their power authority that they received without any merit  If they r stupid enough to jail or kill IK  people will come out of the woodworks n overthrow them instantly   ,neg
Crime Minister is a Neanderthal monster wreaking havoc on people  Drain the swamp      ,neu
 Spoken like a PM         ,neu
  Crime Minister  amp  his posse abusing their power authority that they received without any merit  If they r stupid enough to jail or kill IK  people will come out of the woodworks n overthrow them instantly   ,neg
Crime Minister  amp  his posse abusing their power authority that they received without any merit  If they r stupid enough to jail or kill IK  people will come out of the woodworks n overthrow them instantly     ,neg
What a commendable tolerance          ,neu
  yeh level hai aapka sir  Ye konsay cartoons hamare saron par la k musallat kar diye hain  Khairaan hain k jis idaaray pr hum fakhar kia karte thay unki choice itni  rd class hai        ,neu
  Amen brothers  Both of you are pride and joy of Pakistan        ,neu
     With me        ,neu
  Love you all children      ,neu
  Very good      ,neu
Yellow journalism by Geo and corrupt Media Mafia                                                         ,neu
 Why you patwaran always jealous from our Khan Sahab  Your are beggar not us  so shut up and be off from Pakistan     ,neg
 No doubt  ,neu
Only election        ,neg
 Then what was below                    ,neu
  because ,neu
 And this as well                 ,neu
 Do More  It s not enough security  Kaam kar apna  hassad na kar    th June ko IK ko arrest karogay  ke khud jail jao gay      ,neg
Ye public hai  ye sab jaanti hai   The man in the streets gets it  They see you  There s no hiding behind the scenes any more    Only one reasonable path forward  free and fair general elections     ,neg
Aap ulema hain ya reporter   Before the denouncement of the Arab countries  aap ka  rad e amal  kya tha   In fact   Kya hai      ,neu
  Done that long ago there s nothing to watch on those channels but propaganda          ,neu
 Stop provoking them jisko dekho ek hi jaisi tweet kiye ja rha hai koi dhang ki baat nhi aati kia        ,neu
Love this man         ,neu
    Rejects   of  Gov for SAYING   amp  Pursuing Independent  Wanting to be Partners in Peace Not in War        NeedsElections    ,neg
 USA Subservient Chaprasi   amp  his  of  coalition of shameful Boot polishing    amp   could make such a foolish mistake    ,neg
  Pakistanis remember  Products  amp  teach both economics  amp  politics to  a Subservient Maqsood Chaprasi of Shameful Boot Polishing        ,neg
Pakistanis remember  Products  amp  teach both economics  amp  politics to  a Subservient Maqsood Chaprasi of Shameful Boot Polishing        ,neg
 Not just the country but also  Morality is also on the verge of bankruptcy too for those giving the lecture and more so of those listening to the lecture  So sad to see where we are heading       ,neu
                                                     NeedsElections  ,neg
        Because          ,neu
 Great work sir  amp  good job your a dentist with all these Jaw breaking jabs to Shameful Boot Polishing     amp  Bailed bunch of Criminals in Pakistan Govt    ,neg
The  Grand Dialogue  is elections  where the nation will get together  not to discuss anything  but to give their verdict and result  You want a grand dialogue   Elections  Nothing else matters      ,neg
 Aur Pakistan ki Jamhooriyat ka janaza London mein parha jaye ga agar bhagorra wapis nahi aaya tow   ,neg
Ahahahahaha                            ,neu
 the Outlook not going in the direction  set under your new Imported Government        ,neg
